actor,movie_or_tv_name
Vanessa Hudgens,"tick, tick...BOOM!"
Vanessa Hudgens,My Little Pony: A New Generation
Ashley Tisdale,Disney 411
Ashley Tisdale,Entertainment Tonight
Ashley Tisdale,The Real Housewives of New Jersey
Ashley Tisdale,Celebrity Page
Ashley Tisdale,Extra with Billy Bush
Ashley Tisdale,The Tonight Show with Conan O'Brien
Ashley Tisdale,Come Feud with Me: The Top 10 Disney Channel Character Feuds
Ashley Tisdale,Radio Disney Jams 10: Bonus DVD
Ashley Tisdale,The Game Plan
Ashley Tisdale,Disney Channel Holiday
Vanessa Hudgens,The Disney Family Singalong
Vanessa Hudgens,The Cinema Snob
Vanessa Hudgens,Rent: Live
Vanessa Hudgens,The Princess Switch
Vanessa Hudgens,Powerless
Vanessa Hudgens,The Tonight Show Starring Jimmy Fallon
Vanessa Hudgens,Ashley Tisdale: Music Sessions
Vanessa Hudgens,Grease Live!
Vanessa Hudgens,The 69th Annual Tony Awards
Vanessa Hudgens,Spring Breakers
Vanessa Hudgens,Beastly
Vanessa Hudgens,20 to 1
Vanessa Hudgens,Bandslam
Vanessa Hudgens,The 81st Annual Academy Awards
Vanessa Hudgens,Radio Disney Jams 11: Bonus DVD
Vanessa Hudgens,High School Musical 3: Senior Year
Vanessa Hudgens,Video on Trial
Vanessa Hudgens,Radio Disney Jams 10: Bonus DVD
Vanessa Hudgens,High School Musical 2
Vanessa Hudgens,High School Musical: The Concert - Extreme Access Pass
Vanessa Hudgens,Good Morning America
Vanessa Hudgens,High School Musical
Vanessa Hudgens,Live with Kelly and Ryan
Vanessa Hudgens,Thanks a Million
Vanessa Hudgens,Celebrity Page
Vanessa Hudgens,IMDb on the Scene - Interviews
Vanessa Hudgens,Today
Vanessa Hudgens,The View
Vanessa Hudgens,The Tonight Show Starring Jimmy Fallon
Vanessa Hudgens,Entertainment Tonight
Vanessa Hudgens,Eli Roth's History of Horror
Vanessa Hudgens,The Boulet Brothers' Dragula
Vanessa Hudgens,Dish Nation
Vanessa Hudgens,The Drew Barrymore Show
Vanessa Hudgens,Savage x Fenty Show Vol. 3
Vanessa Hudgens,The 43rd Annual Kennedy Center Honors
Vanessa Hudgens,Access Hollywood
Vanessa Hudgens,MTV Movie & TV Awards: Greatest of All Time
Vanessa Hudgens,The IMDb Show
Vanessa Hudgens,Made in Hollywood
Vanessa Hudgens,The Disney Family Singalong
Vanessa Hudgens,Hollywood Insider
Vanessa Hudgens,Good Morning America
Vanessa Hudgens,WGN Morning News
Vanessa Hudgens,31 Nights of Halloween Fan Fast
Vanessa Hudgens,Complex x Fuse
Vanessa Hudgens,BuzzFeed Celeb
Vanessa Hudgens,Extra with Billy Bush
Vanessa Hudgens,The Talk
Vanessa Hudgens,The Late Late Show with James Corden
Vanessa Hudgens,Hot Ones
Vanessa Hudgens,Late Night with Seth Meyers
Vanessa Hudgens,Busy Tonight
Vanessa Hudgens,The Hocus Pocus 25th Anniversary Halloween Bash
Vanessa Hudgens,American Music Awards 2018
Vanessa Hudgens,So You Think You Can Dance
Vanessa Hudgens,The Celebrity Experience Awards Live from Universal Studios
Vanessa Hudgens,RuPaul's Drag Race All Stars
Vanessa Hudgens,Drop the Mic
Vanessa Hudgens,E! Live from the Red Carpet
Vanessa Hudgens,One Voice Somos Live: A Concert for Disaster Relief
Vanessa Hudgens,Running Wild with Bear Grylls
Vanessa Hudgens,2017 MTV Video Music Awards
Vanessa Hudgens,Teen Choice Awards 2017
Vanessa Hudgens,Young Hollywood
Vanessa Hudgens,2017 Billboard Music Awards
Vanessa Hudgens,Rachael Ray
Vanessa Hudgens,Talk Stoop
Vanessa Hudgens,Access Daily
Vanessa Hudgens,The Ellen DeGeneres Show
Vanessa Hudgens,Ashley Tisdale: Music Sessions
Vanessa Hudgens,2016 Primetime Creative Arts Emmy Awards
Vanessa Hudgens,Lex & Los
Vanessa Hudgens,The Black Eyed Peas: #WHERESTHELOVE (Feat. The World)
Vanessa Hudgens,GeekRockTV
Vanessa Hudgens,Nerd HQ
Vanessa Hudgens,Elton John: Music Man
Vanessa Hudgens,Project Runway All Stars
Vanessa Hudgens,The Insider
Vanessa Hudgens,"Justine Magazine: ""Grease: Live!"" Cast Interviews, Rehearsal and Set Sneak Peek!"
Vanessa Hudgens,Show People with Paul Wontorek
Vanessa Hudgens,High School Musical: 10th Anniversary
Vanessa Hudgens,Jimmy Kimmel Live!
Vanessa Hudgens,The 42nd Annual People's Choice Awards
Vanessa Hudgens,2015 MTV Video Music Awards
Vanessa Hudgens,Live from the Red Carpet: The 2015 Tony Awards
Vanessa Hudgens,The 69th Annual Tony Awards
Vanessa Hudgens,Chelsea Lately
Vanessa Hudgens,2014 Young Hollywood Awards
Vanessa Hudgens,2014 MTV Movie Awards
Vanessa Hudgens,Festival Road Trip
Vanessa Hudgens,The Queen Latifah Show
Vanessa Hudgens,Reel Junkie
Vanessa Hudgens,Good Day L.A.
Vanessa Hudgens,Larry King Now
Vanessa Hudgens,The Tonight Show with Jay Leno
Vanessa Hudgens,2013 YouTube Music Awards
Vanessa Hudgens,Late Night with Jimmy Fallon
Vanessa Hudgens,Vanessa & Ashley: Inner Circle
Vanessa Hudgens,Big Morning Buzz Live
Vanessa Hudgens,Conan
Vanessa Hudgens,Up Close with Carrie Keagan
Vanessa Hudgens,Días de cine
Vanessa Hudgens,Le grand journal de Canal+
Vanessa Hudgens,El hormiguero
Vanessa Hudgens,Rencontres de cinéma
Vanessa Hudgens,Taff
Vanessa Hudgens,Project Runway Spotlight: Marchesa
Vanessa Hudgens,Punk'd
Vanessa Hudgens,mtvU Woodie Awards 2012
Vanessa Hudgens,Janela Indiscreta
Vanessa Hudgens,Entertainers with Byron Allen
Vanessa Hudgens,ES.TV HD
Vanessa Hudgens,The 38th Annual People's Choice Awards
Vanessa Hudgens,2011 MTV Video Music Awards
Vanessa Hudgens,Nail Files
Vanessa Hudgens,"Cool Baby, Lame Baby"
Vanessa Hudgens,Breakfast
Vanessa Hudgens,Daybreak
Vanessa Hudgens,Lopez Tonight
Vanessa Hudgens,Attack of the Show!
Vanessa Hudgens,The Early Show
Vanessa Hudgens,Late Show with David Letterman
Vanessa Hudgens,Fashion News Live
Vanessa Hudgens,Stand Up to Cancer
Vanessa Hudgens,2010 MTV Movie Awards
Vanessa Hudgens,Hope for Haiti Now: A Global Benefit for Earthquake Relief
Vanessa Hudgens,2009 Golden Globe Awards Red Carpet Special
Vanessa Hudgens,The Teen Choice Awards 2009
Vanessa Hudgens,2009 MTV Movie Awards
Vanessa Hudgens,Nickelodeon Kids' Choice Awards 2009
Vanessa Hudgens,The Movie Loft
Vanessa Hudgens,The 81st Annual Academy Awards
Vanessa Hudgens,HSM3: Cast Goodbyes
Vanessa Hudgens,HSM3: It's All in the Dress
Vanessa Hudgens,HSM3: New Cast Profiles
Vanessa Hudgens,HSM3: Prom - The Night of Nights
Vanessa Hudgens,HSM3: Senior Awards
Vanessa Hudgens,E! News
Vanessa Hudgens,Saturday Disney
Vanessa Hudgens,Fantastic
Vanessa Hudgens,Boogie
Vanessa Hudgens,HSM2: Cast Favorites
Vanessa Hudgens,HSM2: In the Kitchen
Vanessa Hudgens,2008 MTV Video Music Awards
Vanessa Hudgens,The Teen Choice Awards 2008
Vanessa Hudgens,Sneakernight
Vanessa Hudgens,American Idol
Vanessa Hudgens,The Oprah Winfrey Show
Vanessa Hudgens,Teen Idol Countdown
Vanessa Hudgens,B InTune TV
Vanessa Hudgens,The 9th Annual Family Television Awards
Vanessa Hudgens,Walt Disney World Christmas Day Parade
Vanessa Hudgens,HSM2: Anatomy of a Dance Number
Vanessa Hudgens,HSM2: Crazy Cast Questions
Vanessa Hudgens,HSM2: Rehearsal Cam
Vanessa Hudgens,HSM2: The Making of a Music Scene
Vanessa Hudgens,Disney 365
Vanessa Hudgens,2007 American Music Awards
Vanessa Hudgens,The Tyra Banks Show
Vanessa Hudgens,High School Musical 2 Dance-Along
Vanessa Hudgens,The Teen Choice Awards 2007
Vanessa Hudgens,Richard & Judy
Vanessa Hudgens,High School Musical: The Concert - Extreme Access Pass
Vanessa Hudgens,Nickelodeon Kids' Choice Awards '07
Vanessa Hudgens,The 28th Annual Young Artist Awards
Vanessa Hudgens,The Disney Channel Games
Vanessa Hudgens,Celebrity Moments
Vanessa Hudgens,Get'cha head in the game: the choreography of High School Musical
Vanessa Hudgens,The 2006 Billboard Music Awards
Vanessa Hudgens,2006 American Music Awards
Vanessa Hudgens,High School Musical Dance-Along
Vanessa Hudgens,The Teen Choice Awards 2006
Vanessa Hudgens,The Young Hollywood Awards
Vanessa Hudgens,The Daily 10
Vanessa Hudgens,2006 Billboard Latin Music Awards
Vanessa Hudgens,Totally Suite New Year's Eve
Vanessa Hudgens,InformOverload
Vanessa Hudgens,Live with Kelly and Ryan
Vanessa Hudgens,WatchMojo
Vanessa Hudgens,Top 10 Beyond the Screen
Vanessa Hudgens,Celebrity Page
Vanessa Hudgens,Entertainment Tonight
Vanessa Hudgens,High School Musical: The Musical: The Series: The Special
Vanessa Hudgens,Access Hollywood
Vanessa Hudgens,Extra with Billy Bush
Vanessa Hudgens,Inside Edition
Vanessa Hudgens,Chelsea Lately
Vanessa Hudgens,Flirting with Danger
Vanessa Hudgens,Hollywood's Top Ten
Vanessa Hudgens,Zac Efron: The Ultimate Idol
Vanessa Hudgens,Fama Show
Vanessa Hudgens,Radio Disney Jams 11: Bonus DVD
Vanessa Hudgens,Come Feud with Me: The Top 10 Disney Channel Character Feuds
Vanessa Hudgens,Radio Disney Jams 10: Bonus DVD
